------------ Data Table File Created By ActiGraph wGT3XBT ActiLife v6.13.4 Firmware v1.9.2 date format M/d/yyyy Filter Normal -----------
Serial Number: MOS2E47200163
Start Time 10:25:00
Start Date 9/21/2021
Epoch Period (hh:mm:ss) 00:01:00
Download Time 09:56:04
Download Date 10/8/2021
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 61
--------------------------------------------------
Date, Time, Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
9/21/2021,12:06:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,12:07:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,12:08:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,12:09:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,12:10:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,12:11:00,753,943,1584,6,0,0,60,0,0,1991.31
9/21/2021,12:12:00,1594,1857,2195,11,0,0,60,0,0,3287.45
9/21/2021,12:13:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:14:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:15:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:16:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:17:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:18:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:19:00,0,78,0,0,0,0,60,0,0,78
9/21/2021,12:20:00,29,375,381,2,0,0,56,4,0,535.38
9/21/2021,12:21:00,0,0,49,0,0,0,60,0,0,49
9/21/2021,12:22:00,0,26,38,0,0,0,25,35,0,46.04
9/21/2021,12:23:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,12:24:00,2,123,82,0,0,0,52,8,0,147.84
9/21/2021,12:25:00,0,7,0,0,0,0,60,0,0,7
9/21/2021,12:26:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:27:00,32,143,378,1,0,0,49,11,0,405.41
9/21/2021,12:28:00,6,100,68,0,0,0,22,38,0,121.08
9/21/2021,12:29:00,17,146,56,1,0,0,35,25,0,157.29
9/21/2021,12:30:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:31:00,60,463,75,1,0,0,54,6,0,472.86
9/21/2021,12:32:00,156,803,655,5,0,0,51,9,0,1047.94
9/21/2021,12:33:00,83,452,105,2,0,0,49,11,0,471.4
9/21/2021,12:34:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,12:35:00,49,287,78,2,0,0,10,50,0,301.42
9/21/2021,12:36:00,247,1242,976,9,0,0,60,0,0,1598.8
9/21/2021,12:37:00,0,8,0,0,0,0,45,15,0,8
9/21/2021,12:38:00,143,623,158,1,0,0,53,7,0,658.44
9/21/2021,12:39:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:40:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:41:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:42:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:43:00,0,85,67,0,0,0,55,5,0,108.23
9/21/2021,12:44:00,0,99,56,0,0,0,56,4,0,113.74
9/21/2021,12:45:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:46:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:47:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,12:48:00,0,0,36,0,0,0,31,29,0,36
9/21/2021,12:49:00,0,7,0,0,0,0,0,60,0,7
9/21/2021,12:50:00,0,9,0,0,0,0,0,60,0,9
9/21/2021,12:51:00,0,132,41,0,0,0,3,57,0,138.22
9/21/2021,12:52:00,0,115,31,0,0,0,15,45,0,119.1
9/21/2021,12:53:00,0,34,0,0,0,0,59,1,0,34
9/21/2021,12:54:00,0,48,33,0,0,0,56,4,0,58.25
9/21/2021,12:55:00,0,0,0,0,0,0,59,1,0,0
9/21/2021,12:56:00,0,0,0,0,0,0,40,20,0,0
9/21/2021,12:57:00,0,12,0,0,0,0,0,60,0,12
9/21/2021,12:58:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,12:59:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:00:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:01:00,0,0,40,0,0,0,0,60,0,40
9/21/2021,13:02:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:03:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:04:00,45,289,150,2,0,0,9,51,0,328.7
9/21/2021,13:05:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:06:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:07:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:08:00,10,0,186,0,0,0,0,60,0,186.27
9/21/2021,13:09:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:10:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:11:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:12:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:13:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:14:00,171,460,270,2,0,0,42,18,0,560.13
9/21/2021,13:15:00,30,661,678,2,0,0,57,3,0,947.37
9/21/2021,13:16:00,1189,971,771,47,0,0,60,0,0,1717.85
9/21/2021,13:17:00,827,708,471,33,0,0,60,0,0,1186.18
9/21/2021,13:18:00,92,245,268,5,0,0,60,0,0,374.58
9/21/2021,13:19:00,729,1373,522,31,0,0,60,0,0,1639.83
9/21/2021,13:20:00,3221,1081,140,119,0,0,60,0,0,3400.44
9/21/2021,13:21:00,3847,1303,198,119,0,0,60,0,0,4066.5
9/21/2021,13:22:00,2103,727,117,75,0,0,60,0,0,2228.19
9/21/2021,13:23:00,142,759,981,5,0,0,60,0,0,1248.44
9/21/2021,13:24:00,62,628,789,2,0,0,60,0,0,1010.32
9/21/2021,13:25:00,101,241,394,8,0,0,58,2,0,472.78
9/21/2021,13:26:00,458,233,176,18,0,0,60,0,0,543.17
9/21/2021,13:27:00,726,407,250,21,0,0,60,0,0,869.04
9/21/2021,13:28:00,41,30,206,5,0,0,60,0,0,212.17
9/21/2021,13:29:00,174,451,604,11,0,0,60,0,0,773.62
9/21/2021,13:30:00,2706,1059,224,112,0,0,60,0,0,2914.46
9/21/2021,13:31:00,2810,1111,147,112,0,0,60,0,0,3025.23
9/21/2021,13:32:00,2226,1381,561,74,0,0,60,0,0,2678.98
9/21/2021,13:33:00,1473,1567,1162,33,0,0,60,0,0,2444.48
9/21/2021,13:34:00,276,1190,656,4,0,0,48,12,0,1386.58
9/21/2021,13:35:00,143,985,819,7,0,0,53,7,0,1288.97
9/21/2021,13:36:00,110,768,911,6,0,0,60,0,0,1196.6
9/21/2021,13:37:00,76,606,725,2,0,0,59,1,0,947.96
9/21/2021,13:38:00,97,522,549,4,0,0,59,1,0,763.74
9/21/2021,13:39:00,28,417,404,1,0,0,60,0,0,581.28
9/21/2021,13:40:00,11,447,342,1,0,0,60,0,0,562.93
9/21/2021,13:41:00,192,610,405,13,0,0,60,0,0,756.96
9/21/2021,13:42:00,16,440,466,1,0,0,59,1,0,641.1
9/21/2021,13:43:00,315,672,350,7,0,0,16,44,0,820.55
9/21/2021,13:44:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:45:00,0,0,48,0,0,0,0,60,0,48
9/21/2021,13:46:00,0,0,29,0,0,0,0,60,0,29
9/21/2021,13:47:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:48:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:49:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:50:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:51:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:52:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,13:53:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,13:54:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,13:55:00,342,519,373,11,0,0,11,49,0,724.88
9/21/2021,13:56:00,67,342,279,6,0,0,58,2,0,446.42
9/21/2021,13:57:00,9,75,196,0,0,0,60,0,0,210.05
9/21/2021,13:58:00,745,1466,1048,18,0,0,60,0,0,1950
9/21/2021,13:59:00,0,20,0,0,0,0,60,0,0,20
9/21/2021,14:00:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:01:00,0,9,0,0,0,0,60,0,0,9
9/21/2021,14:02:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:03:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:04:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:05:00,0,26,0,0,0,0,60,0,0,26
9/21/2021,14:06:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:07:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:08:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:09:00,87,498,391,1,0,0,51,9,0,639.1
9/21/2021,14:10:00,0,244,126,0,0,0,25,35,0,274.61
9/21/2021,14:11:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:12:00,0,78,10,0,0,0,60,0,0,78.64
9/21/2021,14:13:00,0,87,0,0,0,0,60,0,0,87
9/21/2021,14:14:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:15:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:16:00,0,17,0,0,0,0,17,43,0,17
9/21/2021,14:17:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,14:18:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,14:19:00,0,0,0,0,0,0,0,60,0,0
9/21/2021,14:20:00,0,383,79,0,0,0,14,46,0,391.06
9/21/2021,14:21:00,82,281,242,2,0,0,5,55,0,379.8
9/21/2021,14:22:00,96,182,94,1,0,0,6,54,0,226.22
9/21/2021,14:23:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:24:00,0,170,26,0,0,0,59,1,0,171.98
9/21/2021,14:25:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:26:00,292,126,534,2,0,0,55,3,2,621.53
9/21/2021,14:27:00,0,67,49,0,0,0,60,0,0,83.01
9/21/2021,14:28:00,449,140,960,3,0,0,60,0,0,1069.02
9/21/2021,14:29:00,744,214,1378,5,0,0,60,0,0,1580.57
9/21/2021,14:30:00,410,306,876,3,0,0,43,17,0,1014.45
9/21/2021,14:31:00,628,544,1118,5,0,0,60,0,0,1392.93
9/21/2021,14:32:00,235,333,575,2,0,0,26,34,0,704.8
9/21/2021,14:33:00,549,483,866,3,0,0,60,0,0,1133.42
9/21/2021,14:34:00,480,475,872,3,0,0,60,0,0,1102.91
9/21/2021,14:35:00,380,341,769,4,0,0,35,25,0,923.06
9/21/2021,14:36:00,358,194,793,3,0,0,46,14,0,891.43
9/21/2021,14:37:00,310,234,899,3,0,0,42,18,0,979.31
9/21/2021,14:38:00,444,618,836,3,0,0,60,0,0,1130.47
9/21/2021,14:39:00,226,335,651,2,0,0,34,26,0,766.23
9/21/2021,14:40:00,395,471,935,6,0,0,38,22,0,1118.97
9/21/2021,14:41:00,225,310,642,2,0,0,47,13,0,747.59
9/21/2021,14:42:00,566,804,1018,6,0,0,60,0,0,1415.31
9/21/2021,14:43:00,268,406,832,3,0,0,47,13,0,963.79
9/21/2021,14:44:00,298,148,672,2,0,0,44,15,1,749.86
9/21/2021,14:45:00,0,32,20,0,0,0,60,0,0,37.74
9/21/2021,14:46:00,0,30,0,0,0,0,60,0,0,30
9/21/2021,14:47:00,0,55,0,0,0,0,60,0,0,55
9/21/2021,14:48:00,0,19,0,0,0,0,60,0,0,19
9/21/2021,14:49:00,47,261,36,1,0,0,54,6,0,267.63
9/21/2021,14:50:00,0,431,320,0,0,0,20,40,0,536.81
9/21/2021,14:51:00,12,352,11,1,0,0,57,3,0,352.38
9/21/2021,14:52:00,0,0,0,0,0,0,60,0,0,0
9/21/2021,14:53:00,23,858,60,1,0,0,22,38,0,860.4
9/21/2021,14:54:00,0,30,0,0,0,0,24,36,0,30
9/21/2021,14:55:00,40,421,34,1,0,0,30,30,0,424.26
9/21/2021,14:56:00,46,338,538,1,0,0,44,16,0,637.03
9/21/2021,14:57:00,17,264,28,0,0,0,45,15,0,266.02
9/21/2021,14:58:00,321,398,536,4,0,0,2,58,0,740.77
9/21/2021,14:59:00,2547,2748,1727,14,0,0,60,0,0,4125.68
9/21/2021,15:00:00,1885,2305,1324,28,0,0,60,0,0,3258.72
9/21/2021,15:01:00,1964,2798,1656,22,0,0,60,0,0,3798.48
9/21/2021,15:02:00,508,413,927,4,0,0,60,0,0,1134.88
9/21/2021,15:03:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:04:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:05:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:06:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:07:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:08:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:09:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:10:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:11:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:12:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:13:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:14:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:15:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:16:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:17:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:18:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:19:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:20:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:21:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:22:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:23:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:24:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:25:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:26:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:27:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:28:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:29:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:30:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:31:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:32:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:33:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:34:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:35:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:36:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:37:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:38:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:39:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:40:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:41:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:42:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:43:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:44:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:45:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:46:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:47:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:48:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:49:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:50:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:51:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:52:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:53:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:54:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:55:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:56:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:57:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:58:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,15:59:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:00:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:01:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:02:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:03:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:04:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:05:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:06:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:07:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:08:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:09:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:10:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:11:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:12:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:13:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:14:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:15:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:16:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:17:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:18:00,7,0,0,0,0,60,0,0,0,7
9/21/2021,16:19:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:20:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:21:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:22:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:23:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:24:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:25:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:26:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:27:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:28:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:29:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:30:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:31:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:32:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:33:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:34:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:35:00,2,0,0,0,0,60,0,0,0,2
9/21/2021,16:36:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:37:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:38:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:39:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:40:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:41:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:42:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:43:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:44:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:45:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:46:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:47:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:48:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:49:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:50:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:51:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:52:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:53:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:54:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:55:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:56:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:57:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:58:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,16:59:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,17:00:00,0,0,0,0,0,60,0,0,0,0
9/21/2021,17:01:00,0,0,0,0,0,60,0,0,0,0
